,0
2012-05,0.006440451736534749
2012-06,0.006412064966455267
2012-07,0.006271693440680881
2012-08,0.00633920518264367
2012-09,0.006351873945846384
2012-10,0.006378967876271117
2012-11,0.0064149702668789815
2012-12,0.006362245156248863
2013-01,0.006355185862129975
2013-02,0.0063566148102144485
2013-03,0.006444757773527753
2013-04,0.006453971128800242
2013-05,0.0065128033058003834
2013-06,0.00653581118745861
2013-07,0.006564039363045127
2013-08,0.006521339677978541
2013-09,0.006606202800972815
2013-10,0.006531441021327215
2013-11,0.0065771459076222295
2013-12,0.006651838651933283
2014-01,0.00669379479451249
2014-02,0.006726806530678697
2014-03,0.00664417037347852
2014-04,0.00671526756608025
2014-05,0.006715689546337337
2014-06,0.006714689739749145
2014-07,0.006742433131868383
2014-08,0.00676625498606104
2014-09,0.006724081075189602
2014-10,0.006783678790998154
2014-11,0.00674079895245882
2014-12,0.006772393312755828
2015-01,0.006806418591172614
2015-02,0.006785395634944757
2015-03,0.006713208227552861
2015-04,0.006804978327863467
2015-05,0.006758968659722619
2015-06,0.006762311830809551
2015-07,0.006769374464282621
2015-08,0.006716858308433834
2015-09,0.0067414341030126
2015-10,0.006610883721922441
2015-11,0.0065487526786857445
2015-12,0.006692156740850811
2016-01,0.00668057005989479
2016-02,0.0066353163120581714
2016-03,0.006528281539000322
2016-04,0.0065084367683336435
2016-05,0.006618999366236482
2016-06,0.006611727379069675
2016-07,0.0066278623330441626
2016-08,0.006617294974277213
2016-09,0.006670786682356614
2016-10,0.006656256241138616
2016-11,0.0066417512643363015
2016-12,0.0065939211172292
2017-01,0.006644435037947268
2017-02,0.006665561779087887
2017-03,0.006686034035327477
2017-04,0.006741611678372079
2017-05,0.006728646571438185
2017-06,0.006732934343085047
2017-07,0.006741708467909755
2017-08,0.006738222150983729
2017-09,0.00676098497381787
2017-10,0.00674978758290983
2017-11,0.006772365264527204
2017-12,0.006800041691460093
2018-01,0.006838182526791823
2018-02,0.006843537532279268
2018-03,0.006931636044052922
2018-04,0.006849855281266076
2018-05,0.006789829740551089
2018-06,0.0067825987374512935
2018-07,0.006808885516027774
2018-08,0.006805405074880128
2018-09,0.006857023716396062
2018-10,0.006898304470470758
2018-11,0.006893719933421445
2018-12,0.006759630168874669
2019-01,0.006779103373235903
2019-02,0.006606500924806465
2019-03,0.0067325112407872695
2019-04,0.00677264453590619
2019-05,0.006792072430877759
2019-06,0.006848631432413168
2019-07,0.0067225439969978065
2019-08,0.006830356163377774
2019-09,0.00684125200421442
2019-10,0.006798190036606927
2019-11,0.006816091739873161
2019-12,0.006839526643098306
2020-01,0.006886274943908276
2020-02,0.006923502292041761
2020-03,0.006908859149728248
2020-04,0.006753270529577592
2020-05,0.006528232043334408
2020-06,0.006733199345075371
2020-07,0.006798758223171432
2020-08,0.0068184350284188925
2020-09,0.006900270429185035
2020-10,0.0070071475805767985
2020-11,0.0069290477194974085
2020-12,0.006870709045060852
2021-01,0.007040195453139638
2021-02,0.007090752198753808
2021-03,0.007060169291112537
2021-04,0.007092047485562006
2021-05,0.007151155487313849
2021-06,0.007226738401991159
2021-07,0.007223837985609976
2021-08,0.007248780034942106
2021-09,0.007274526338585705
2021-10,0.007310539423024929
2021-11,0.007219678978943926
2021-12,0.007322032958153287
2022-01,0.0072961984051121975
2022-02,0.007356028248777519
2022-03,0.007257440759872769
2022-04,0.007194028719047182
2022-05,0.007240879964443158
2022-06,0.007085073758763661
