ticker,time,open,high,low,close,volume
3551,1971-02-01,38.45,39.25,38.45,39.1,0
3551,1971-03-01,39,39.3,39,39.15,0
3551,1971-04-01,39.2,39.95,39.15,39.95,0
3551,1971-05-01,39.7,41.55,39.7,41.15,0
3551,1971-06-01,41.15,41.15,39.85,40.4,0
3551,1971-07-01,40.55,42.7,40.5,42.7,0
3551,1971-08-01,42.65,44.25,41,41,0
3551,1971-09-01,41.45,43.45,41.45,42.9,0
3551,1971-10-01,42.7,43,42.65,42.65,0
3551,1971-11-01,42.45,43.95,42.45,43.95,0
3551,1971-12-01,43.85,44.2,43.05,43.85,0
3551,1972-01-01,44.3,47.6,44.3,47.45,0
3551,1972-02-01,48.4,49.5,47.3,48.5,0
3551,1972-03-01,48.35,48.75,48.35,48.65,0
3551,1972-04-01,48.65,49.9,48.6,49.9,0
3551,1972-05-01,50.65,59.75,50.65,59.75,0
3551,1972-06-01,59.5,65.15,59.5,64.95,0
3551,1972-07-01,65.8,68.6,65.15,68.6,0
3551,1972-08-01,69.6,70.3,65.45,67.15,0
3551,1972-09-01,67.15,67.55,61.55,64.5,0
3551,1972-10-01,64.45,65.9,64.4,64.65,0
3551,1972-11-01,64.3,64.45,60.65,63.9,0
3551,1972-12-01,64.4,65.7,63.2,65.2,0
3551,1973-01-01,65.4,66.35,64.2,66.3,0
3551,1973-02-01,66.9,86.8,66.9,85.3,0
3551,1973-03-01,86,90.3,80.25,90.3,0
3551,1973-04-01,89.55,91.55,89.55,91,0
3551,1973-05-01,91,115.05,90.6,115.05,0
3551,1973-06-01,118.05,126.3,115.8,123.55,0
3551,1973-07-01,121.3,126.45,114.55,115.9,0
3551,1973-08-01,117.8,117.8,94.3,103.8,0
3551,1973-09-01,105.4,106.4,100.3,100.3,0
3551,1973-10-01,97.05,104.05,97.05,98.3,0
3551,1973-11-01,97.3,102.5,90.3,101.25,0
3551,1973-12-01,100.75,112.3,100.75,112.3,0
3551,1974-01-01,116.8,141.3,116.8,132.8,0
3551,1974-02-01,130.8,175.3,130.8,162.8,0
3551,1974-03-01,167.8,177.8,159.3,173.3,0
3551,1974-04-01,174.4,179.8,167.3,169.55,0
3551,1974-05-01,169.8,169.95,154.3,157.25,0
3551,1974-06-01,155.8,162.05,144.55,144.55,0
3551,1974-07-01,143.3,158,134.3,156.5,0
3551,1974-08-01,159.65,159.65,151.8,156.3,0
3551,1974-09-01,158.05,158.05,145.7,151.55,0
3551,1974-10-01,156.05,168.5,154.3,167.25,0
3551,1974-11-01,168.05,190.8,168.05,184.55,0
3551,1974-12-01,186.05,195.5,174.5,186.75,0
3551,1975-01-01,175.25,180.55,169.75,176.05,0
3551,1975-02-01,176.5,185.5,173.65,182,0
3551,1975-03-01,182.1,182.1,176,176,0
3551,1975-04-01,177.25,177.25,164,167,0
3551,1975-05-01,166,174.75,163.5,167.2,0
3551,1975-06-01,161.9,166.35,161.9,166.35,0
3551,1975-07-01,166.6,168.6,162.6,166.95,0
3551,1975-08-01,167,167,160,160,0
3551,1975-09-01,149.4,153.6,128.9,141.4,0
3551,1975-10-01,143.75,146.4,139.15,143.05,0
3551,1975-11-01,143.4,146.4,139.5,140.7,0
3551,1975-12-01,138.1,142.5,137.35,140.35,0
3551,1976-01-01,137.8,139.1,124.7,128.4,0
3551,1976-02-01,130.5,133.5,128.85,132.55,0
3551,1976-03-01,132.45,134.35,128.5,129.6,0
3551,1976-04-01,129.2,129.25,127.25,128.4,0
3551,1976-05-01,128.35,128.45,124.75,125.5,0
3551,1976-06-01,126.65,127.4,123.7,123.8,0
3551,1976-07-01,122.9,123.45,108,112.8,0
3551,1976-08-01,112.2,113.9,102.2,104.35,0
3551,1976-09-01,105.7,120.15,105.7,116.25,0
3551,1976-10-01,116.25,123.15,114,123.15,0
3551,1976-11-01,122.95,139.2,122.95,130.25,0
3551,1976-12-01,130.5,137.65,130.5,134.75,0
3551,1977-01-01,135.6,135.7,130.1,132.3,0
3551,1977-02-01,132.9,142.75,132.1,142.75,0
3551,1977-03-01,141.4,153.55,141.4,148.9,0
3551,1977-04-01,148.3,152.2,145.6,147.25,0
3551,1977-05-01,148.35,148.5,143.3,143.3,0
3551,1977-06-01,143.85,143.85,137.45,143,0
3551,1977-07-01,142.55,146.65,140.55,144.35,0
3551,1977-08-01,144.55,147.1,143.55,146,0
3551,1977-09-01,145.75,154.2,145.75,154.2,0
3551,1977-10-01,155.7,163.6,154.25,161.5,0
3551,1977-11-01,162.75,168.1,156.5,160,0
3551,1977-12-01,160.65,166.25,157.75,164.96,0
3551,1978-01-01,169.2,177.85,165.95,176.1,0
3551,1978-02-01,176.4,183.2,172.85,182.25,0
3551,1978-03-01,182.85,190.35,177.65,181.6,0
3551,1978-04-01,183.75,183.75,167.9,170.85,0
3551,1978-05-01,169.55,184.15,169.25,184.15,0
3551,1978-06-01,183.35,186.6,180.65,183.05,0
3551,1978-07-01,183.25,201.3,183,200.5,0
3551,1978-08-01,205.35,216,198.25,208.7,0
3551,1978-09-01,208.25,218.65,205.9,217.1,0
3551,1978-10-01,217.35,242.75,217.35,242.6,0
3551,1978-11-01,227.75,227.75,193.4,193.4,0
3551,1978-12-01,194.6,226,194.6,226,0
3551,1979-01-01,226.8,236.1,217.1,233.7,0
3551,1979-02-01,229.6,252.6,229.6,251.55,0
3551,1979-03-01,249.05,249.05,238.4,240.35,0
3551,1979-04-01,239.95,245.55,230.5,245.55,0
3551,1979-05-01,247.3,274.85,246.5,274.85,0
3551,1979-06-01,275.35,283.45,273.15,277.5,0
3551,1979-07-01,282.5,305.8,281.35,296.7,0
3551,1979-08-01,290.3,319.4,282.95,315.35,0
3551,1979-09-01,325,397.5,325,397.5,0
3551,1979-10-01,415,426.25,374.25,382.25,0
3551,1979-11-01,378.75,415.9,373.05,415.9,0
3551,1979-12-01,429,515.5,426.65,512,0
3551,1980-01-01,559.75,850,559.75,653,0
3551,1980-02-01,676.5,710.5,608,637,0
