id_indicator,time,open,close
123,2020-05-01,0.05,0.05
123,2020-06-01,0.05,0.08
123,2020-07-01,0.08,0.09
123,2020-08-01,0.09,0.1
123,2020-09-01,0.1,0.09
123,2020-10-01,0.09,0.09
123,2020-11-01,0.09,0.09
123,2020-12-01,0.09,0.09
123,2021-01-01,0.09,0.09
123,2021-02-01,0.09,0.08
123,2021-03-01,0.08,0.07
123,2021-04-01,0.07,0.07
123,2021-05-01,0.07,0.06
123,2021-06-01,0.06,0.08
123,2021-07-01,0.08,0.1
123,2021-08-01,0.1,0.09
123,2021-09-01,0.09,0.08
123,2021-10-01,0.08,0.08
123,2021-11-01,0.08,0.08
123,2021-12-01,0.08,0.08
123,2022-01-01,0.08,0.08
123,2022-02-01,0.08,0.08
123,2022-03-01,0.08,0.2
123,2022-04-01,0.2,0.33
123,2022-05-01,0.33,0.77
123,2022-06-01,0.77,1.21
